"ROW_ID","ROW_VERSION","participant_id","dt_passive","cloud_cover_IQR","cloud_cover_mean","cloud_cover_median","cloud_cover_std","dew_point_IQR","dew_point_mean","dew_point_median","dew_point_std","humidity_IQR","humidity_mean","humidity_median","humidity_std","precip_sum","temp_IQR","temp_mean","temp_median","temp_std"
"90508","68","EN00068","2016-11-10","0.5","0.38","0.21","0.33","4.46","50.47","50.74","2.96","0.09","0.88","0.92","0.07","0","7.45","54.04","54.09","5"
"90509","68","EN00068","2016-11-11","0.27","0.29","0.19","0.28","3.06","52.13","53.02","1.69","0.05","0.87","0.89","0.04","0","4.45","55.89","56.37","2.98"
"90510","68","EN00068","2016-11-12","0.25","0.84","0.88","0.18","4.97","50.42","52.26","2.55","0.08","0.85","0.86","0.05","0.11","1.81","55.02","55.82","1.75"
"90511","68","EN00068","2016-11-13","0.25","0.82","1","0.29","3.49","46.92","47.92","1.73","0.02","0.89","0.89","0.02","0.15","2.94","50.1","50.98","1.56"
"90512","68","EN00068","2016-11-14","0.44","0.75","0.9","0.31","1.86","48.3","48.55","1.48","0.07","0.9","0.92","0.05","0.19","2.47","51.33","51.62","2.01"
"90513","68","EN00068","2016-11-15","0","0.96","1","0.1","2.54","45.43","46.15","1.92","0.06","0.91","0.92","0.05","0.98","1.65","48.08","47.89","2.4"
"90514","68","EN00068","2016-11-16","0.1","0.94","0.97","0.06","1.24","41.87","41.72","0.91","0.02","0.9","0.91","0.02","0.05","2.01","44.74","44.25","1.6"
"90515","68","EN00068","2016-11-17","0.64","0.61","0.75","0.36","1.13","40.96","41.13","1.48","0.08","0.86","0.9","0.06","0","3.33","44.93","43.73","3.1"
"90516","68","EN00068","2016-11-18","0.71","0.38","0.25","0.36","2.39","34.98","35.31","1.67","0.29","0.67","0.61","0.15","0","9.02","46.02","49.5","5.11"
"90517","68","EN00068","2016-11-19","0.04","0.94","1","0.08","3.43","35.385","36.275","2.855","0.07","0.835","0.85","0.06","0.01","3.23","38.91","38.91","1.91"
"90518","68","EN00068","2016-11-20","0.25","0.74","0.75","0.31","4.08","32.05","32.43","2.33","0.04","0.91","0.91","0.04","0.05","4.82","38.94","39.42","2.72"
"90519","68","EN00068","2016-11-21","0.33","0.625","0.595","0.265","2.22","25.98","28.1","1.83","0.09","0.73","0.73","0.1","0","3.39","35.03","35.73","3.21"
"90520","68","EN00068","2016-11-22","0.235","0.75","1","0.275","1.445","29.235","29.485","1.4","0.07","0.785","0.82","0.055","0","3.335","35.55","35.38","2.46"
"90521","68","EN00068","2016-11-23","0.51","0.55","0.69","0.37","2.84","27.11","26.76","1.63","0.28","0.62","0.63","0.15","0.04","8.25","39.83","37.27","5.98"
"90522","68","EN00068","2016-11-24","0.17","0.16","0.09","0.2","3.28","24.21","24.37","2.19","0.19","0.65","0.63","0.1","0.12","4.78","35.07","34.92","3.75"
"90523","68","EN00068","2016-11-25","0","0.07","0","0.2","3.015","22.465","22.835","1.795","0.155","0.625","0.64","0.1","0","10.475","36.02","35.625","6.165"
"90524","68","EN00068","2016-11-26","0.17","0.34","0.13","0.235","2.44","24.5","24.36","1.95","0.15","0.54","0.52","0.09","0","3.47","41.26","42.2","2.67"
"90525","68","EN00068","2016-11-27","0.24","0.9","0.93","0.12","1.2","35.17","35.25","0.75","0.06","0.8","0.8","0.04","0.08","1.68","42.48","42.09","1.56"
"90526","68","EN00068","2016-11-28","0.18","0.73","0.83","0.3","3.45","41.83","42.3","1.96","0.04","0.91","0.93","0.03","0.04","4.52","44.41","44.33","2.8"
"90527","68","EN00068","2016-11-29","0.12","0.89","1","0.18","1.19","42.09","42.2","1.34","0.09","0.89","0.91","0.05","0.01","2.75","45.25","44.17","1.97"
"90528","68","EN00068","2016-11-30","0.17","0.9","0.9","0.08","1.51","41.77","42.21","1.4","0.05","0.87","0.89","0.03","0.19","3.03","45.3","45.39","2.29"
"90529","68","EN00068","2016-12-01","0.25","0.88","1","0.15","3.23","39.42","40.24","1.67","0.04","0.89","0.9","0.02","0.01","3.9","42.43","43.68","2.06"
"90530","68","EN00068","2016-12-02","0","1","1","0","2.01","43.01","43.27","1.1","0.03","0.91","0.92","0.02","0.17","1.53","45.42","45.96","1.08"
"90531","68","EN00068","2016-12-03","0.18","0.89","0.93","0.12","0.35","42.5","42.49","0.6","0.04","0.89","0.89","0.03","0.07","1.04","45.62","45.74","0.98"
"90532","68","EN00068","2016-12-04","0.56","0.7","0.75","0.31","3.97","36.15","36.17","2.91","0.08","0.86","0.87","0.05","0.19","4.46","40.19","40.48","2.76"
"90533","68","EN00068","2016-12-05","0.09","0.91","1","0.17","1.14","34.02","33.87","0.79","0.06","0.9","0.9","0.03","0.11","1.31","36.64","36.63","0.96"
"90534","68","EN00068","2016-12-06","0.59","0.49","0.54","0.32","7.26","28.28","28.81","3.85","0.26","0.75","0.77","0.14","0.01","1.99","35.89","35.79","1.43"
"90535","68","EN00068","2016-12-07","0.05","0.08","0","0.19","1.79","22.51","23.25","2.42","0.08","0.7","0.69","0.08","0.01","3.59","31.23","31.09","2.61"
"90536","68","EN00068","2016-12-08","0.84","0.35","0.21","0.41","2.81","16.31","14.89","4.63","0.16","0.54","0.55","0.15","0","6.49","31.94","32.23","3.27"
"90537","68","EN00068","2016-12-09","0","1","1","0","1.63","32.3","32.74","1.35","0.02","0.96","0.96","0.01","0.27","2.09","33.42","33.93","1.34"
"90538","68","EN00068","2016-12-10","0.1","0.94","1","0.08","1.98","37.44","37.62","1.26","0.08","0.94","0.93","0.04","0.21","4.2","39.01","40.6","2.18"
"90539","68","EN00068","2016-12-11","0.08","0.95","1","0.08","0.81","37.79","37.95","0.64","0.01","0.89","0.89","0.01","0.07","0.81","40.74","40.88","0.55"
"90540","68","EN00068","2016-12-12","0","0.96","1","0.08","0.96","36.57","36.67","0.73","0.02","0.91","0.9","0.02","0.05","1.28","38.97","39.32","1.17"
"90541","68","EN00068","2016-12-13","0.25","0.78","0.93","0.32","3.47","31.63","31.86","2.07","0.12","0.86","0.88","0.07","0","1.82","35.35","35.41","1.63"
"90542","68","EN00071","2016-09-12","0.53","0.36","0.4","0.28","2.5","73.64","73.98","1.45","0.26","0.8","0.85","0.13","0.09","12.9","80.9","79.21","6.42"
"90543","68","EN00071","2016-09-13","0.16","0.2","0.12","0.08","0.09","74.66","74.61","0.05","0","0.91","0.91","0","0","0.19","77.6","77.51","0.09"
"90544","68","EN00071","2016-09-14","0.25","0.16","0.15","0.16","0.62","73.78","73.74","0.89","0.28","0.77","0.81","0.15","0","10.82","82.4","81.95","5.85"
"90545","68","EN00071","2016-09-15","0.19","0.13","0.07","0.17","1.35","73.75","73.44","0.77","0.31","0.76","0.82","0.15","0","12.68","82.86","82.4","6.25"
"90546","68","EN00071","2016-09-16","0.65","0.43","0.44","0.32","2.45","76.1","76.58","1.2","0.2","0.82","0.81","0.1","0","9.97","82.62","81.57","5.1"
"90547","68","EN00071","2016-09-17","0","0","0","0","0.29","75.9","75.75","0.15","0.02","0.89","0.88","0.01","0","0.81","79.46","79.06","0.41"
"90548","68","EN00071","2016-09-18","0.19","0.18","0.07","0.24","2.27","76.16","76.4","1.35","0.28","0.78","0.84","0.15","0","12.85","84.59","83.49","6.56"
"90549","68","EN00071","2016-09-19","0.29","0.19","0.19","0.19","1.08","76.56","76.23","1.17","0.28","0.76","0.8","0.14","0","11.4","85.59","85.18","6.41"
"90550","68","EN00071","2016-09-20","0.44","0.2","0.07","0.26","1.22","75.56","75.27","1.3","0.22","0.81","0.88","0.13","0.03","11.31","82.62","80.29","6.27"
"90551","68","EN00071","2016-09-21","0.12","0.11","0","0.17","1.54","71.19","71.63","1.47","0.38","0.73","0.78","0.18","0","13.91","81.72","81.25","7.31"
"90552","68","EN00071","2016-10-07","0","0","0","0","0.72","66.17","65.81","0.36","0.02","0.81","0.8","0.01","0","1.56","72.42","71.64","0.78"
"90553","68","EN00071","2016-10-08","0","0","0","0.01","1.89","64.35","64.77","1.04","0.3","0.71","0.71","0.14","0","14.68","75.09","73.85","7"
"90554","68","EN00071","2016-10-09","0.06","0.03","0","0.03","0.32","51.29","51.13","0.16","0.03","0.76","0.75","0.02","0","1.59","58.72","57.92","0.79"
"90555","68","EN00071","2016-10-10","0","0","0","0.01","7.11","54.08","53.3","4","0.42","0.65","0.76","0.21","0","21.37","68.27","68.11","11.38"
"90556","68","EN00071","2016-10-11","0.45","0.68","0.81","0.37","8.06","68.91","70.7","4.66","0.06","0.85","0.87","0.05","0.07","10.98","73.73","74.76","6.25"
"90557","68","EN00071","2016-10-12","0.56","0.34","0.23","0.3","3.6","71.22","72.18","1.85","0.25","0.8","0.85","0.13","0","13.77","78.43","78.53","6.83"
"90558","68","EN00071","2016-10-13","0.49","0.46","0.44","0.23","1.89","70.5","70.2","1.3","0.33","0.76","0.75","0.15","0","12.79","79.32","77.69","6.5"
"90559","68","EN00071","2016-10-14","0.31","0.6","0.665","0.25","2.715","70.325","70.205","1.37","0.215","0.81","0.83","0.1","0.01","11.075","76.98","75.81","5.14"
"90560","68","EN00071","2016-10-15","0","0","0","0","0.5","71.23","70.98","0.25","0.01","0.88","0.88","0.01","0","0.81","74.9","74.5","0.41"
"90561","68","EN00071","2016-10-16","0.44","0.26","0.19","0.26","2.6","71.57","71.72","1.85","0.25","0.79","0.87","0.15","0","13.03","79.53","79.2","7.03"
"90562","68","EN00071","2016-10-17","0.41","0.3","0.31","0.23","1.81","71.53","71.41","1.14","0.34","0.76","0.75","0.16","0","14.22","80.67","80.63","6.91"
"90563","68","EN00071","2016-10-18","0.295","0.205","0.21","0.185","2.125","72.02","72.575","1.695","0.3","0.765","0.84","0.17","0","12.07","81.045","80.585","6.81"
"90564","68","EN00071","2016-10-19","0.45","0.57","0.75","0.29","1.14","72.93","72.84","1.15","0.2","0.84","0.9","0.11","0.08","7.82","78.57","77.4","5.04"
"90565","68","EN00071","2016-10-20","0.5","0.44","0.55","0.28","7.66","67.14","70.58","6.58","0.23","0.8","0.77","0.13","0.02","5.69","74.13","72.73","5.3"
"90566","68","EN00071","2016-10-21","0","0","0","0.01","1.33","49.85","49.85","1.14","0.23","0.62","0.66","0.15","0","10.57","64.21","63.23","6.63"
"90567","68","EN00071","2016-10-22","0","0.005","0","0.015","2.845","48.22","47.775","1.835","0.485","0.63","0.64","0.215","0","21.8","62.955","62.515","9.82"
"90568","68","EN00071","2016-10-23","0.165","0.305","0.275","0.105","4.77","59.155","60.64","2.43","0.125","0.79","0.795","0.07","0","10.155","66.225","67.01","4.87"
"90569","68","EN00071","2016-10-24","0.23","0.17","0.08","0.19","3.11","62.18","62.92","1.84","0.32","0.76","0.82","0.17","0","16.81","71.18","70.88","7.99"
"90570","68","EN00071","2016-10-25","0.26","0.215","0.16","0.225","3.12","63.94","64.56","2.245","0.27","0.79","0.86","0.15","0","14.325","71.545","71.62","7.355"
"90571","68","EN00071","2016-10-26","0.06","0.06","0","0.12","2.67","61.72","62.11","2.23","0.37","0.72","0.78","0.2","0","14.04","72.45","71.48","7.65"
"90572","68","EN00071","2016-10-27","0.06","0.03","0","0.04","1.15","61.06","60.86","1.49","0.37","0.74","0.82","0.19","0","16.12","71.03","69.57","8.42"
"90573","68","EN00071","2016-10-28","0.09","0.05","0","0.07","2","61.81","60.965","2.325","0.38","0.715","0.76","0.19","0","19.045","72.705","72.765","9.115"
"90574","68","EN00071","2016-10-29","0.315","0.18","0.11","0.165","2.91","65.71","65.42","1.63","0.13","0.85","0.85","0.07","0","8.28","70.98","70.17","3.975"
"90575","68","EN00071","2016-10-30","0.79","0.39","0.19","0.4","4.83","64.53","64","2.81","0.37","0.77","0.8","0.18","0","13.97","73.16","69.53","7.27"
"90576","68","EN00071","2016-10-31","0.22","0.15","0.035","0.195","5.1","65.435","66.11","2.49","0.145","0.855","0.88","0.085","0","11.175","70.57","70.71","5.2"
"90577","68","EN00071","2016-11-01","0.59","0.51","0.67","0.33","5.55","69.94","71.19","2.72","0.04","0.89","0.91","0.07","0.32","6.81","73.39","74.63","4.5"
"90578","68","EN00071","2016-11-02","0.34","0.58","0.73","0.3","4.42","70.83","72.06","2.21","0.21","0.84","0.87","0.12","0.03","11.6","76.24","76.1","6.03"
"90579","68","EN00071","2016-11-03","0.09","0.68","0.75","0.22","0.92","70.75","70.6","0.83","0.21","0.84","0.88","0.12","0.01","6.59","76.42","75.2","4.53"
"90580","68","EN00071","2016-11-04","0.21","0.805","0.89","0.18","0.67","69.59","69.405","0.67","0.165","0.84","0.89","0.1","0","5.935","74.915","73.33","3.83"
"90581","68","EN00071","2016-11-05","0.22","0.45","0.49","0.18","4.91","62.25","60.35","3.94","0.28","0.69","0.68","0.14","0","4.78","73.79","72.94","3.88"
"90582","68","EN00071","2016-11-06","0.25","0.88","0.75","0.12","0.01","66.06","66.06","0","0.01","0.96","0.95","0.01","0.32","0.16","67.39","67.31","0.08"
"90583","68","EN00071","2016-11-07","0.77","0.67","0.88","0.39","1.19","65.31","65.61","0.97","0.1","0.89","0.92","0.07","0.02","3.25","68.89","67.64","3.16"
"90584","68","EN00071","2016-11-08","0.25","0.795","1","0.325","1.105","63.855","63.74","0.8","0.085","0.9","0.91","0.05","0","4.035","66.94","66.695","2.36"
"90585","68","EN00071","2016-11-09","0.51","0.72","1","0.39","1.11","61.99","62.82","1.7","0.13","0.84","0.89","0.07","0","3.94","66.97","66.02","3.5"
"90586","68","EN00071","2016-11-10","0.07","0.05","0","0.1","1.78","52.36","52.45","2.12","0.29","0.7","0.75","0.16","0","8.65","63.02","61.06","5.1"
"90587","68","EN00071","2016-11-11","0.23","0.24","0.12","0.26","3.22","53.64","53.56","2.03","0.2","0.73","0.81","0.15","0","8.79","63.28","62.83","5.49"
"90588","68","EN00071","2016-11-12","0.07","0.07","0.03","0.11","3.66","57.63","58.22","1.8","0.31","0.75","0.76","0.15","0","14.06","66.58","65.98","7.2"
"90589","68","EN00071","2016-11-13","0.19","0.17","0.07","0.24","2.18","51.16","51.17","1.46","0.12","0.72","0.74","0.1","0","5.18","60.59","60","4.27"
"90590","68","EN00071","2016-11-14","0.06","0.07","0","0.17","8.35","57.23","60.29","4.66","0.24","0.78","0.85","0.14","0","17.14","64.68","64.55","9.21"
"90591","68","EN00071","2016-11-15","0","0.06","0","0.16","5.4","56.28","55.59","3.19","0.35","0.73","0.84","0.22","0","13.75","66.76","63.15","8.66"
"90592","68","EN00071","2016-11-16","0","0.005","0","0.02","6.335","55.265","54.885","3.61","0.44","0.705","0.82","0.225","0","22.83","67.02","66.505","11.225"
"90593","68","EN00071","2016-11-17","0.36","0.39","0.44","0.24","3.02","62.96","63.69","3.08","0.31","0.78","0.86","0.16","0","14.78","71.04","71.71","7.97"
"90594","68","EN00071","2016-11-18","0.2","0.65","0.75","0.3","18.97","57.77","64.62","11.59","0.3","0.74","0.8","0.15","0.08","7.92","66.72","66.63","7.21"
"90595","68","EN00071","2016-11-19","0","0","0","0","2.56","34.49","34.83","1.765","0.255","0.515","0.57","0.13","0","11.865","52.85","50.97","5.935"
"90596","68","EN00071","2016-11-20","0","0","0","0.01","6.035","36.1","34.51","3.7","0.4","0.62","0.68","0.215","0","20.06","50.56","50.39","9.86"
"90597","68","EN00071","2016-11-21","0","0.03","0","0.11","11.26","51.33","55.34","6.33","0.29","0.77","0.83","0.16","0","22.15","59.55","62.43","11.41"
"90598","68","EN00071","2016-11-22","0.18","0.64","0.75","0.24","5.06","63.46","65.37","3.65","0.24","0.79","0.83","0.12","0.01","14.04","70.61","72.31","7.56"
"90599","68","EN00071","2016-11-23","0.75","0.31","0","0.41","6.13","55.99","52.83","6.43","0.22","0.78","0.86","0.14","0.46","11.63","63.44","66.18","6.79"
"90600","68","EN00071","2016-11-24","0","0.02","0","0.04","7.05","52.89","54.83","3.74","0.27","0.79","0.87","0.15","0","16.17","60.03","60.91","8.72"
"90601","68","EN00071","2016-11-25","0.57","0.54","0.48","0.33","3.47","57.88","58.36","1.89","0.18","0.83","0.85","0.11","0.04","10.39","63.44","62.27","5.69"
"90602","68","EN00071","2016-11-26","0.155","0.12","0.09","0.095","1.175","53.935","53.735","0.64","0.125","0.85","0.86","0.06","0","5.57","58.805","57.64","2.8"
"90603","68","EN00071","2016-11-27","0.65","0.46","0.74","0.35","9.58","57.35","59.15","5.34","0.19","0.81","0.84","0.1","0","15.41","63.49","68.07","7.88"
"90604","68","EN00071","2016-11-28","0.76","0.54","0.75","0.4","11.92","62.88","66.49","6.55","0.17","0.8","0.88","0.14","0.06","9.49","69.94","71.24","7.73"
"90605","68","EN00071","2016-11-29","0.16","0.77","0.75","0.2","9.03","61.55","60.3","5.45","0.18","0.84","0.8","0.09","0","10.57","66.69","66.92","7.1"
"90606","68","EN00071","2016-11-30","0.91","0.33","0","0.44","2.22","39.6","39.18","3.63","0.27","0.54","0.49","0.17","0","9.29","57.36","60.31","7.4"
"90607","68","EN00071","2016-12-01","0.25","0.14","0.15","0.17","4.99","37.9","37.36","3.12","0.46","0.64","0.72","0.23","0","18.84","51.67","51.02","9.4"
"90608","68","EN00071","2016-12-02","0.25","0.78","0.92","0.31","4.57","46.5","47.26","2.77","0.19","0.72","0.75","0.12","0.05","7.86","55.71","54.6","4.92"
"90609","68","EN00071","2016-12-03","0","1","1","0","1.11","50.415","50.75","1.2","0.01","0.945","0.95","0.02","1.525","0.855","51.925","52.19","1.02"
"90610","68","EN00071","2016-12-04","0","1","1","0.02","0.41","49.86","49.84","0.32","0.01","0.96","0.96","0.01","0.61","0.47","51.06","51.06","0.36"
"90611","68","EN00071","2016-12-05","0","0.99","1","0.03","2.35","49.84","49.61","1.2","0.01","0.95","0.96","0.01","0.66","2.35","51.12","51.19","1.23"
"90612","68","EN00071","2016-12-06","0.79","0.56","0.64","0.37","1.85","50.21","49.99","1.11","0.27","0.82","0.84","0.14","0","10.83","56","52.75","6"
"90613","68","EN00071","2016-12-07","0.015","0.94","1","0.115","5.065","50.39","50.64","2.635","0.05","0.875","0.885","0.04","0.055","5.88","54.035","55.695","3.1"
"90614","68","EN00071","2016-12-08","0.18","0.91","0.875","0.115","8.16","33.36","31.845","4.26","0.135","0.68","0.645","0.07","0.015","3.23","43.31","42.825","2.08"
"90615","68","EN00071","2016-12-09","0.035","0.905","1","0.215","4.42","24.575","23.6","2.7","0.13","0.495","0.525","0.085","0","8.135","42.725","44.48","4.325"
"90616","68","EN00071","2016-12-10","0.125","0.83","0.99","0.305","4.58","32.675","31.85","3.02","0.16","0.575","0.57","0.09","0","12.205","47.255","50.515","6.145"
"90617","68","EN00071","2016-12-11","0.125","0.915","0.915","0.09","7.89","61.11","64.605","6.78","0.135","0.83","0.855","0.075","0.01","10.955","66.505","69.12","6.66"
"90618","68","EN00073","2016-09-14","0.56","0.45","0.51","0.35","3.74","53.12","52.05","4.18","0.15","0.67","0.72","0.12","0","6.05","65","65.19","4.94"
"90619","68","EN00073","2016-09-15","0.16","0.1","0.15","0.07","2.81","49.28","49.97","1.88","0.21","0.71","0.77","0.1","0","10.38","58.96","58.52","6"
"90620","68","EN00073","2016-09-16","0.31","0.37","0.37","0.23","5.75","55.39","56.99","5.01","0.2","0.74","0.82","0.13","0","10.11","64.23","66.73","7.66"
"90621","68","EN00073","2016-09-17","0.41","0.79","1","0.26","4.05","65.95","65.54","2.12","0.02","0.91","0.92","0.02","0.38","3.79","68.52","68.18","1.96"
"90622","68","EN00073","2016-09-18","0.32","0.49","0.56","0.22","3","62.99","63.18","1.96","0.29","0.78","0.79","0.14","0","9.66","70.55","70.23","5.28"
"90623","68","EN00073","2016-09-19","0.03","0.18","0.16","0.1","2.22","60.97","61.21","1.92","0.25","0.74","0.81","0.14","0","10.56","70.34","70.79","6.54"
"90624","68","EN00073","2016-09-20","0.43","0.35","0.19","0.29","15.17","53.9","56.2","7.53","0.4","0.55","0.47","0.2","0","11.31","72.84","72.04","6.23"
"90625","68","EN00073","2016-09-21","0.52","0.39","0.37","0.28","5.62","51.04","52.21","3.22","0.27","0.56","0.57","0.14","0","17.43","68.58","70.25","8.76"
"90626","68","EN00073","2016-09-22","0.5","0.65","0.75","0.35","4.61","60.1","60.59","3.85","0.19","0.68","0.71","0.13","0","11.54","71.8","73.93","8.13"
"90627","68","EN00073","2016-09-23","0.42","0.8","1","0.3","11.42","55.02","53.07","6.5","0.11","0.79","0.8","0.06","0.03","9.41","61.57","61.54","5.54"
"90628","68","EN00073","2016-09-24","0.15","0.09","0.15","0.07","3.15","41.84","42.7","1.96","0.31","0.61","0.64","0.17","0","10.45","56.3","56.52","6.35"
"90629","68","EN00073","2016-09-25","0.4","0.34","0.3","0.21","1.69","42.54","42.83","1.99","0.21","0.62","0.66","0.11","0","9.47","55.79","57.04","5.78"
"90630","68","EN00073","2016-09-26","0.24","0.85","1","0.23","5.26","53.11","53.02","4.17","0.16","0.79","0.83","0.09","0.42","3.48","59.62","58.72","2.13"
"90631","68","EN00073","2016-09-27","0.285","0.61","0.55","0.155","1.815","45.895","45.96","1.29","0.175","0.61","0.605","0.08","0","7.705","60.07","60.48","3.51"
"90632","68","EN00073","2016-09-28","0.07","0.71","0.75","0.09","2.21","52.69","52.38","2.04","0.2","0.67","0.7","0.11","0","11.26","64.14","66.03","5.44"
"90633","68","EN00073","2016-09-29","0.15","0.9","0.86","0.07","0.32","52.85","52.77","0.14","0","0.76","0.76","0","0","0.4","60.4","60.32","0.17"
"90634","68","EN00073","2016-09-30","0.21","0.88","0.86","0.1","1.31","52.46","52.69","1.13","0.1","0.72","0.72","0.05","0","2.48","61.74","61.26","1.69"
"90635","68","EN00073","2016-10-02","0.25","0.88","0.96","0.12","1.45","58.23","58.45","1.24","0.09","0.88","0.9","0.05","0.17","4.22","61.7","60.79","2.35"
"90636","68","EN00073","2016-10-03","0.14","0.77","0.79","0.19","1.76","56.83","57.2","1.07","0.12","0.86","0.86","0.06","0","6","61.24","61.47","2.86"
"90637","68","EN00073","2016-10-05","0.03","0.2","0.16","0.15","1.57","56.68","57.29","1.27","0.14","0.81","0.83","0.08","0","6.89","62.68","62.55","3.9"
"90638","68","EN00073","2016-10-07","0.16","0.12","0.16","0.13","1.66","57.76","57.97","1.14","0.17","0.8","0.83","0.1","0","7.3","64.2","62.48","4.59"
"90639","68","EN00073","2016-10-08","0.18","0.75","0.75","0.19","14.73","48.58","47.91","7.97","0.32","0.69","0.66","0.16","0.17","6.97","59.41","59.86","4.68"
"90640","68","EN00073","2016-10-09","0.59","0.44","0.44","0.31","4.83","38.62","38.32","3.07","0.19","0.69","0.73","0.12","0","7.26","48.56","47.31","4.25"
"90641","68","EN00073","2016-10-10","0.15","0.07","0.09","0.07","4.58","34.5","34.33","2.61","0.23","0.66","0.69","0.13","0","12.05","45.61","46.05","6.82"
"90642","68","EN00073","2016-10-11","0.64","0.47","0.65","0.33","11.01","43.14","45.69","4.92","0.23","0.73","0.72","0.11","0","20.17","51.75","55.31","8.77"
"90643","68","EN00073","2016-10-12","0.22","0.88","0.92","0.09","1","55.05","55.24","0.43","0.03","0.66","0.67","0.01","0","0.37","66.81","66.7","0.17"
"90644","68","EN00073","2016-10-13","0.59","0.5","0.75","0.37","10.57","41.95","40.22","7.28","0.17","0.68","0.69","0.1","0.02","7.11","52.42","54.58","6.41"
"90645","68","EN00073","2016-10-14","0.44","0.53","0.58","0.25","3.11","39.73","39.99","2.63","0.17","0.66","0.67","0.1","0","8.93","51.17","53.46","5.95"
"90646","68","EN00073","2016-10-15","0.59","0.49","0.65","0.3","7.73","49.71","50.85","5.48","0.13","0.76","0.82","0.1","0","12.81","57.42","60.23","7.22"
"90647","68","EN00073","2016-10-16","0.25","0.89","0.89","0.11","1.94","60.98","60.65","1.38","0.05","0.85","0.86","0.03","0.14","2.34","65.59","65.18","1.74"
"90648","68","EN00073","2016-10-17","0.22","0.91","1","0.11","1.74","60.26","59.76","1.18","0.02","0.94","0.93","0.02","0.02","2.06","62.1","62.04","1.25"
"90649","68","EN00073","2016-10-18","0.51","0.56","0.75","0.29","3.12","61.56","62.18","3.06","0.1","0.76","0.78","0.06","0.06","8.73","69.42","69.24","4.89"
"90650","68","EN00073","2016-10-19","0.29","0.36","0.19","0.25","0.99","51.33","51.62","1.13","0.21","0.75","0.79","0.12","0","8.42","59.88","60.08","5.33"
"90651","68","EN00073","2016-10-20","0","1","1","0","3.3","52.2","51.2","1.79","0.02","0.9","0.91","0.03","0.36","3.92","55.24","55.91","1.9"
"90652","68","EN00073","2016-10-21","0.11","0.96","1","0.06","9.13","42.81","42.82","5.23","0.14","0.85","0.87","0.07","0.22","4.84","47.26","46.7","3.16"
"90653","68","EN00073","2016-10-22","0.31","0.45","0.4","0.21","0.87","32.65","32.41","0.83","0.09","0.67","0.7","0.05","0","4.29","42.76","42.09","2.55"
"90654","68","EN00073","2016-10-23","0.41","0.64","0.75","0.24","5.87","39.39","41.24","3.45","0.1","0.69","0.71","0.07","0","8.44","49.1","50","5.26"
"90655","68","EN00073","2016-10-24","0.25","0.86","0.89","0.13","2.89","34.72","33.86","2.7","0.12","0.66","0.68","0.08","0","2.67","45.42","45.7","2.05"
"90656","68","EN00073","2016-10-25","0.3","0.71","0.75","0.23","5.32","30.27","31.42","2.64","0.1","0.63","0.62","0.07","0","4.16","41.96","41.69","2.19"
"90657","68","EN00073","2016-10-26","0","1","1","0","3.24","30.27","30.12","1.33","0.17","0.69","0.67","0.07","0.01","2.82","39.78","40.26","1.2"
"90658","68","EN00073","2016-10-27","0","1","1","0","4.28","34.12","33.5","2.81","0.04","0.89","0.9","0.03","0.43","4.51","36.96","37.62","2.7"
"90659","68","EN00073","2016-10-28","0.1","0.68","0.67","0.21","7.53","35.73","35.16","4.4","0.15","0.76","0.78","0.1","0.01","12.74","43.07","46.71","6.29"
"90660","68","EN00073","2016-10-29","0.15","0.93","0.95","0.06","0.44","46.31","46.25","0.18","0.02","0.79","0.79","0.01","0","0.94","52.59","52.52","0.39"
"90661","68","EN00073","2016-10-30","0.21","0.78","1","0.36","8.59","39.04","38.8","5.09","0.12","0.8","0.83","0.06","0.05","3.48","44.83","45.64","4.44"
"90662","68","EN00073","2016-10-31","0.29","0.3","0.31","0.12","1.22","34.86","35.11","0.53","0.03","0.76","0.76","0.01","0","0.65","41.98","42","0.27"
"90663","68","EN00073","2016-11-01","0.19","0.66","0.75","0.19","9.29","46.83","49.37","6.27","0.09","0.8","0.83","0.06","0","11.12","52.69","55.46","6.19"
"90664","68","EN00073","2016-11-02","0.25","0.86","0.96","0.16","1.62","53.34","53.55","1.02","0.08","0.86","0.92","0.1","0.13","4.66","57.84","56.54","3.58"
"90665","68","EN00073","2016-11-03","0.41","0.67","0.75","0.34","4.5","45.53","46.42","3.53","0.15","0.82","0.81","0.09","0.81","4.28","50.92","50.75","3.55"
"90666","68","EN00073","2016-11-04","0.3","0.23","0.16","0.25","1.26","37.25","37.44","1.31","0.19","0.74","0.76","0.1","0","7.22","45.4","45.15","4.58"
"90667","68","EN00073","2016-11-05","0.51","0.36","0.19","0.29","4.95","45.35","46.75","2.68","0.11","0.77","0.79","0.08","0","10.13","52.6","53.14","5.32"
"90668","68","EN00073","2016-11-06","0","0","0","0","1.39","34.76","34.62","0.58","0.01","0.86","0.86","0","0","1.7","38.8","38.55","0.72"
"90669","68","EN00073","2016-11-07","0","0.02","0","0.06","8.93","41.56","44.8","5.15","0.2","0.79","0.86","0.12","0","17.51","48.16","49.24","8.65"
"90670","68","EN00074","2016-09-22","0.25","0.425","0.385","0.27","1.675","66.05","66.425","1.24","0.13","0.72","0.755","0.085","0.04","7.165","76.365","76.185","4.155"
"90671","68","EN00076","2016-09-12","0.21","0.87","0.96","0.17","0.97","57.03","56.9","0.59","0.12","0.71","0.74","0.08","0","6.41","66.85","65.54","3.91"
